Nový Rok,1.1.
Alexandra,Karina,2.1.,Ábel,Makar,Karin,Kara,Sandra,Saša
Daniela,3.1.,Danila,Danuta,Genovéva,Radmila
Drahoslav,4.1.,Drahoľub,Drahomil,Drahoň,Drahoš,Duchoslav,León,Títus,Drahoľuba,Drahomila,Duchoslava,Leóna,Leónia
Andrea,5.1.,Artúr
Antónia,6.1.,Melchior,Melichar,Menhard
Bohuslava,7.1.,Attila,Lucián,Bohuna,Boleslava,Božislava,Luciána
Severín,8.1.,Čestmír,Pravomil,Čestmíra,Pravomila,Severína
Alexej,9.1.,Alex,Domoľub,Julián,Pravoľub,Vladan,Vladen,Alexia,Pravoľuba,Vladana,Vladena
Dáša,10.1.,Agatón,Dalimil,Dalimír,Dalimila,Dalimíra
Malvína,11.1.,Honorát,Tasilo,Honoráta
Ernest,12.1.,Arkád,Arnošt,Arkádia,Arnoštka,Erna,Ernestína
Rastislav,13.1.,Čistomil,Čistoslav,Rastic,Rastimír,Ratislav,Vidor,Čistomila,Čistoslava,Rastislava,Ratislava
Radovan,14.1.,Hilár,Uriáš,Uriel,Hilária,Radovana,
Dobroslav,15.1.,Dobrotín,Domoslav,Loránt,Múdroslav,Domoslava,
Kristína,16.1.
Nataša,17.1.,Aneta,Sofia,Marta,Anna
Bohdana,18.1.,Priskus,Piroška,Priska
Drahomíra,Mário,Sára,19.1.,Márius,Dúbravka
Dalibor,20.1.,Fabián,Fábius,Sebastián,Šebastián,Fábia,Fabiána,Fabiola,Sebastiána,
Vincent,21.1.,Vincencia
Zora,22.1.,Dorián,Sírius,Slavoľub,Slavomil,Zoran,Auróra,Cyntia,Doriána,Sinda,Slavomila,Zorana,Zara
Miloš,23.1.,Miloň,Selma,
Timotej,24.1.,Ctiboh,Timotea
Gejza,25.1.,Saul,Šavol,
Tamara,26.1.,Tamia,Polykarp,Slavibor,Slavislav,Slaviboj,Slavoboj,Svätoboj,Svätobor,Xenofón,Žarko,Polykarpa,
Bohuš,27.1.,Pribislav,Pribiš,
Alfonz,28.1.,Manfréd,Alfonzia,
Gašpar,29.1.,Pribina
Ema,30.1.,Jasna
Emil,31.1.,Emilián,Emiliána,Marika
Tatiana,1.2.,Hynek,Trifon,Táňa,Girron
Erik,Erika,2.2.,Aida
Blažej,3.2.,Celerín,Celerína
Veronika,4.2.,Nika,Verena,Verona
Agáta,5.2.,Moderát,Modest,Leda,Moderáta,Modesta
Dorota,6.2.,Dorisa,Titanila
Vanda,7.2.,Romuald
Zoja,8.2.,Aranka,Zoe
Zdenko,9.2.,Rainold,Rinaldo,Zdeno,Apolena,Apoliena,Apolónia
Gabriela,10.2.,Scholastika,Školastika
Dezider,11.2.,Želislav,Dezidera,Želislava
Perla,12.2.,Ron,Ronald,Zoro,Zoroslav,Eulália,Slavena,Solveiga,Zoroslava
Arpád,13.2.,Jordán,Jordána
Valentín,14.2.,Velimír
Pravoslav,15.2.,Faust,Faustína,Georgia,Georgína,Pravoslava
Ida,Liana,16.2.,Pamfil,Pamfília
Miloslava,17.2.,Flavián,Flávius,Silván,Silvín,Flávia,Milomíra,Miluša,Silvána
Jaromír,18.2.,Simeon,Jaromíra,Konkordia,Bernadetta
Vlasta,19.2.,Konrád,Kurt
Lívia,20.2.,Aladár,Lívio,Lívius,Udo,Ulrich,Alma,Ulrika,Ulriška
Eleonóra,21.2.
Etela,22.2.
Roman,Romana,23.2.,Romina
Matej,24.2.,Jazmína,Goran,Mateja,Matias,Mateo,Matiáš
Frederik,Frederika,25.2.,Taras,Federika
Viktor,26.2.,Porfýr,Edina
Alexander,27.2.,Leander,Sandro,Skender,Drahotína,Dražica,Leandra
Zlatica,28.2.,Elemír,Elo,Lumír,Zlata
Radomír,29.2.,Radomíra
Albín,1.3.
Anežka,2.3.
Bohumil,Bohumila,3.3.,Ticián,Ginda,Kunigunda,Ticiána
Kazimír,4.3.,Kevin,Gerazim,Romeo,Jadrana,Kazimíra
Fridrich,5.3.,Lucius,Teofil,Friderika,Teofila
Radoslav,Radoslava,6.3.,Fridolín,Koriolán,Radislav,Radovan,Felícia,Fridolína,Radislava
Tomáš,7.3.,Tomislav,Tomáška,Tomislava,Tomo
Alan,Alana,8.3.
Františka,9.3.,Erhard
Branislav,Bruno,10.3.,Bratislav,Bronislav,Bratislava,Taras,Braňo
Angela,Angelika,11.3.,Angel,Volfram,Algelína,Jurina
Gregor,12.3.,Teofan,Gregora,Gregoria,Gregorína
Vlastimil,13.3.,Kira,Rozína
Matilda,14.3.,Metaneta
Svetlana,15.3.,Agap,Belomír,Rodan,Roderich,Roderik,Torkvát,Agapa,Agapia,Rodana,Roderika
Boleslav,16.3.,Amos,Bolemír,Heribert,Bolemíra
Ľubica,17.3.,Ľuban,Ľuben,Zbignev,Zbyšek,Ľuba
Eduard,18.3.,Ctislav,Salvátor,Ctislava,Eduarda
Jozef,19.3.,Sibyla
Víťazoslav,20.3.,Klaudián,Klaudín,Klaudio,Klaudius,Víťazoslava
Blahoslav,21.3.,Blahoboj,Blahosej,Radek,Radko
Beňadik,22.3.,Benedikt,Oktavián,Oktávius,Benedikta,Benilda,Benita,Izolda,Oktávia
Adrián,23.3.,Apián,Dárius,Viktorián,Apia
Gabriel,24.3.
Marián,25.3.,Humbert,Anunciáta,Irida,Irisa
Emanuel,26.3.,Eman,Manuel,Emanuela,Manuela
Alena,27.3.,Rupert,Ruprecht,Dita
Soňa,28.3.,Ilarion
Miroslav,29.3.,Mieroslav,Bertold,Bertolda,Mieroslava
Vieroslava,30.3.,Vieroľub,Vieromil,Vieroslav,
Benjamín,31.3.,Kvído,Balbína
Hugo,1.4.,Hugolín
Zita,2.4.,Áron
Richard,3.4.,Richarda
Izidor,4.4.,Izidora
Miroslava,5.4.,Mira
Irena,6.4.,Irína,Celestín,Ruben,Sixtus,Celestína,Venuša
Zoltán,7.4.,Armand,Herman,Rufínus,Rúfus,Armanda,Rufína,Rumjana
Albert,8.4.,Albertín,Albrecht,Valter,Alberta,Albertína,Albrechta
Milena,9.4.,Erhard,Mileva
Igor,10.4.,Ezechiel,Ivar,Ivor,Radomil,Igora,Radomila
Július,11.4.,Antip,Ariel,Ariela,Arleta,Leo,Lev,
Estera,12.4.,Aster,Davorín,Zenon,Astéria
Aleš,13.4.,Artem,Artemon,Artemia,Artemida,Norma
Justína,14.4.,Hrdoslav,Hrdoš,Justín,Davorína,Hrdoslava,Justa
Fedor,15.4.,Fedora
Dana,Danica,16.4.
Rudolf,17.4.,Ralf,Rolf,Rudolfa,Rudolfína,Rudko
Valér,18.4.,Apolón,Erich,Verner,Ilma
Jela,19.4.,Krescenc,Krescencia
Marcel,20.4.,Hvezdoň
Ervín,21.4.,Abelard,Adelard,Anzelm,Žitoslav,Anzelma,Ervína,Saskia,Žitoslava,Elissa
Slavomír,22.4.,Slávo,Tvrdomír,Jelena,Noema
Vojtech,23.4.,Adalbert,Roger,Adalberta,Vojtecha,Vojteška
Juraj,24.4.,Fidél,Gaston,Georg,Helmut,Jorik,Jürgen,Deora,Fidélia,Jorga,Jorika,Juraja
Marek,25.4.,Izmael,Marko,Markus,Marco
Jaroslava,26.4.
Jaroslav,27.4.,Aristid,Tulius,Aristída,Tulia
Jarmila,28.4.,Prudencius,Prudencia
Lea,29.4.,Timon
Anastázia,30.4.,Anastáz,Blahomil,Asia,Blahomila,Nasťa,Nastasia
Sviatok práce,1.5.,Amarila,Pamela
Žigmund,2.5.,Atanáz,Atanázia,Aténa
Galina,Timea,3.5.,Horác,Desana,Halina
Florián,4.5.,Flór,Aglája,Floriána,Florína,Pelagia
Lesana,5.5.,Gothard,Pius,Lesia,Pia,Toska
Hermína,6.5.,Ovídius,Radivoj,Tankréd,Elfrída,Frída,Herina,Mineta
Monika,7.5.,Napoleon,Stanimír,Mona
Ingrida,8.5.,Ina,Inga
Roland,9.5.,Rolanda,Christopher
Viktória,10.5.,Armín,Armína,Beatrica
Blažena,11.5.,Miranda,Svatava
Pankrác,12.5.,Achiles
Servác,13.5.,Chraniboj,Chranibor,Chranislav,Servián,Chranislava,Imelda,Konzuela
Bonifác,14.5.
Žofia,15.5.,Brenda,Raisa,Sofia,Zosia,Sophia,Sophie
Svetozár,16.5.,Peregrín,Peregrína
Gizela,17.5.,Andronik,Ditmar,Paskal,Andronika,Paskália,Aneta
Viola,18.5.
Gertrúda,19.5.,Gerda
Bernard,20.5.,Bernardín,Hviezdoslav,Bernadeta,Bernarda,Bernardína,Hviezdoslava
Zina,21.5.,Dobromír,Hostimil,Hostirad,Hostislav,Hostisvit,Teobald,Dobromíra,Hostimila,Hostislava
Júlia,Juliana,22.5.,Liana,Rita
Želmíra,23.5.,Želmír,Želimír
Ela,24.5.
Urban, Vanesa,25.5.,Urban,Vanesa
Dušan,26.5.
Iveta,27.5.,Vadim,Valdemar,Valdemara
Viliam,28.5.,Vilhelm,Elektra,Elma,Vilhelmína,William
Vilma,29.5.,Elmar,Maxim,Maxima
Ferdinand,30.5.,Neander,Ferdinanda
Petrana,31.5.,Petronela,Petrónius,Blahoslav,Nela,Petrónia,Nelly
Žaneta,1.6.
Oxana,Xénia,2.6.,Karmen,Karmena,Erazim,Erazmus,Jaromil,Vlastimila
Karolína,3.6.,Kevin,Lino,Linus,Palmíro,Kaja,Klotilda,Lina,Lineta,Palmíra
Lenka,4.6.,Lena
Laura,5.6.,Dorotej,Fatima,Laurencia,Loreta,Loriána
Norbert,6.6.,Norman,Romulus,Adolfína,Norberta,Perzida
Róbert,7.6.,Borislav,Robin,Teodot,Dalma,Oriána,Róberta,Robina,Silver
Medard,8.6.
Stanislava,9.6.,Felicián,Prímus,Vojeslav,Berenika,Vojeslava
Margaréta,10.6.,Gréta
Dobroslava,11.6.,Barnabáš,Dobrava,Dobrota,Dobrotína,Flóra,Pavoslava
Zlatko,12.6.,Svätoslav,Svetislav,Svetoslav,Zlatan,Zlatomír,Zlatoň,Zlatoš,Svätoslava,Svetislava,Svetoslava,Zlatana,Zlatomíra
Anton,13.6.,Genadij,Tobiáš,Tobias
Vasil,14.6.,Bazil,Elizej,Kvintilián,Kvintín,Kvintus,Herta,Kvinta,Kvintiliána
Vít,15.6.,Jolana
Bianka,Blanka,16.6.,Benon,Božetech,Alina,Božetecha
Adolf,17.6.,Adolfína
Vratislav,18.6.,Leontín,Milovan,Milovín,Sedrik,Leontína,Milovana
Alfréd,19.6.,Leonid,Leonídas,Leoš,Ruslan,Alfréda
Valéria,20.6.,Florencián,Florentín,Silver,Florencia,Florentína
Alojz,21.6.,Elvis,Lejla
Paulína,22.6.,Achác,Eberhard,Paulín,Paula,Rozvita,Zaira
Sidónia,23.6.,Sidón
Ján,24.6.,Janis,Jaško,Jens,Johan,Jovan,Nino,Sean,Jano,Janko
Tadeáš,Olívia,25.6.,Olívius,Prosper,Febrónia,Oliva
Adriána,26.6.,Stojan,Adriena,Ria,Riana,Stojana
Ladislav,Ladislava,27.6.,Samson,Sulamita
Beáta,28.6.,Beátus,Slavoj,Bea
Peter,Pavol,Petra,29.6.,Pavel,Pavla,Petula,Peťo,Paľo
Melánia,30.6.,Vlastibor,Vlastimír,Šárka,Vlastimíra
Diana,1.7.,Dean,Dejan,Dina,Zian,Dajana,Deana,Kalina,Tabita
Berta,2.7.,Bertín,Bertína
Miloslav,3.7.,Irenej,Miliduch,Milomír,Milorad,Radimír,Rodimír,Radimíra
Prokop,4.7.,Procius,Prokopa
Cyril,Metod,5.7.,Cyrus,Cyrila
Patrik,Patrícia,6.7.,Patrokles
Oliver,7.7.,Donald,Kastor,Veleslav,Velislav,Valibals,Veleslava,Velislava
Ivan,8.7.,Ivo,Kilián,Perikles
Lujza,9.7.,Lukrécius,Lizelota,Lukrécia
Amália,10.7.,Amína,Lada
Milota,11.7.,Milutín
Nina,12.7.,Fortunát,Fortunáta
Margita,13.7.,Arne,Borivoj,Merkéta,
Kamil,14.7.
Henrich,15.7.,Egon,Enrik,Enriko,Henrik,Henrika,Lota,Šarlota
Drahomír,16.7.,Karmela,Rút,Rúta
Bohuslav,17.7.,Božislav,Svorad
Kamila,18.7.,Rowa
Dušana,19.7.
Eliáš,Iľja,20.7.,Ilia,Eliána,Iliana,Elisa
Daniel,21.7.,Dan,Dalina
Magdaléna,22.7.,Magda,Mahuliena,Majda
Oľga,23.7.,Apolinár,Libérius,Libor,Liborius,Apolinára,Libora,Lilien
Vladimír,24.7.,Kinga
Jakub,25.7.,Žakelína
Anna,Hana,26.7.,Aneta,Anica,Anita,Annamária,Naneta,Joachim
Božena,27.7.,Gorazd,Pantaleon
Krištof,28.7.,Inocent,Svätomír,Svätoš,Inocencia,Nausika,Svätomíra
Marta,29.7.,Olaf,Serafín,Serafa,Serafína
Libuša,30.7.,Abdon,Ingemar,Ingeborga,Ľubuša,Rowena
Ignác,31.7.,Ignát,Vatroslav,Ignácia
Božidara,1.8.,Božidar,Ľudomír,Božica,Kleopatra,Ľudomíra,Penelopa
Gustáv,2.8.,Gustáva
Jerguš,3.8.,Nikodém,Nikodéma
Dominik,Dominika,4.8.,Krasoslav,Rainer,Krasoslava,Donna
Hortenzia,5.8.,Hortenz,Milivoj,Osvald,Snežana
Jozefína,6.8.,Nehoslav,Jozefa
Štefánia,7.8.,Kajetán,Afra,Afrodita,Kajetána,Štefana
Oskar,8.8.,Donát,Hartvig,Virgín,Donáta,Virgínia
Ľubomíra,9.8.,Rastic
Vavrinec,10.8.,Lars,Laurenc,Laurus,Lorenc,Vavro
Zuzana,11.8.,Trojan,Dulcia,Dulcinela,Dulcínia
Darina,12.8.,Dárius,Dária
Ľubomír,13.8.,Hypolit,Kasián,Kasius,Belinda
Mojmír,14.8.,Eusébius,Mojtech,Eusébia
Marcela,15.8.
Leonard,16.8.,Jáchim,Joachim,Linhart,Rochus,Leonarda
Milica,17.8.,Bertram,Bertrand,Hyacint,Libert,Miron,Hyacinta
Elena,Helena,18.8.,Ilona,Hela
Lýdia,19.8.,Vratislava,Lilien
Anabela,20.8.,Arabela,Liliana
Jana,21.8.,Johana,Jovana,Janka
Tichomír,22.8.,Sigfríd,Tichomil,Tichomíra
Filip,23.8.,Vlastislav,Filipa,Filipína,Vlastislava
Bartolomej,24.8.,Bartolomea
Ľudovít,25.8.,Ludvig,Radim,Ľudovíta
Samuel,26.8.,Samo,Zemfír,Samuela,Tália,Zemfíra
Silvia,27.8.,Silvio,Silvius
Augustín,28.8.,August,Augusta,Augustína,Gustína
Nikola,29.8.,Nikolaj,Koleta,Nikoleta
Ružena,30.8.,Ružica
Nora,31.8.,Rajmund,Ramón,Rajmunda,Ramona
Drahoslava,1.9.,Egid,Egídius,Deborah
Linda,2.9.,Absolón,Axel,Justus,Ermelinda,Melinda,Rebeka
Belo,3.9.,Antim,Klélia
Rozália,4.9.,Kandid,Mojžiš,Rozalín,Rozálio,Kandida,Róza,Rozeta,Rozita,Rusalka
Regína,5.9.,Bojan,Bojimír,Bojislav,Borimír,Branimír,Chotimír,Justinián,Otakar,Regan,Regulus,Viktorín,Bojana,Bojimíra,Boislava,Branimíra,Budislava,Chotimíra,Larisa
Alica,6.9.,Brian,Magnus,Mansvét,Zachariáš,Bria,Larisa
Marianna,7.9.,Mariana
Miriama,8.9.,Miriana
Martina,9.9.,Gordan,Gordián,Gordon,Omar,Gordana,Rea,Tina
Oleg,10.9.,Honór,Vitold,Honóra,Krasava,Vitolda
Bystrík,11.9.,Prótus,Zdislav,Helga,Zdislava
Mária,12.9.,Maja,Manon,Manona,Marica,Mariela,Marieta,Marika,Marila,Mariola,Marlena,Marusia,Jessica,Mia
Ctibor,13.9.,Amát,Amátus,Stibor,Sven,Amáta,Tobias
Ľudomil,14.9.,Dragan,Dragutín,Drahan,Drahotín,Ľudomila,Radka,Serena
Jolana,15.9.,Melissa,Melisa,Melita
Ľudmila,16.9.,Dunja
Olympia,17.9.,Lambert,Záviš
Eugénia,18.9.,Ariadna
Konštantín,19.9.,Trofín,Konstancia,Konštantína
Ľuboslav,Ľuboslava,20.9.,Eustach,Filibert,Liboslav,Eustachia,Liboslava
Matúš,21.9.,Ifigénia,Mirela
Móric,22.9.,Maurícius,Maurus
Zdenka,23.9.,Polyxénia,Tekla,Zdena
Ľubor,24.9.,Ľuboš,Terenc
Vladislav,25.9.,Vladivoj,Eufrozina,Fruzína,Vladislava,Jesika
Edita,26.9.,Damián,Kozmas,Damiána,
Cyprián,27.9.,Mirabela
Václav,28.9.,Chariton,Kariton,Václava
Michal,Michaela,29.9.,Michael,Michala
Jarolím,30.9.,Hieronym,Jeremiáš,Jarolíma,Ráchel,Ráchela,Una
Arnold,1.10.,Remig,Remus,Arnolda,Belina
Levoslav,2.10.,Leodegar,Levoslava
Stela,3.10.,Amadeus,Evald,Amadea
František,4.10.,Edvin,Fraňo,Fero
Viera,5.10.,Blahomír,Placid,Blahomíra,Karitína,Placida
Natália,6.10.
Eliška,7.10.
Brigita,8.10.,Brit,Brita
Dionýz,9.10.,Dionýzia
Slavomíra,10.10.,Gedeon,Záboj,Krasomila
Valentína,11.10.,Belín,Zvonimír,Zvonislav,Bruna,Brunhilda,Luneta,Selena,Zvonimíra,Zvonislava
Maximilián,12.10.,Max,Maximiliána
Koloman,13.10.,Edgar
Boris,14.10.,Borislav,Kalist,Borislava,Kalista
Terézia,Tereza,15.10.
Vladimíra,16.10.,Gál,Havel,Havla
Hedviga,17.10.,Jadviga
Lukáš,18.10.
Kristián,19.10.,Christián,Izák,Christiána,Kristiána
Vendelín,20.10.,Eunika,Vendelína
Uršuľa,21.10.,Anatol,Anatólia,Antília
Sergej,22.10.,Dobromil,Sergius,Zdravomil,Kordula,Korduľa,Pribislava,Saloma,Saloména,Solomia
Alojzia,23.10.,Žitomír
Kvetoslava,24.10.,Aretas,Cvetan,Gilbert,Harold,Herald,Krasomil,Kvetoň,Kvetoslav,Rafael,Šalamún,Areta,Cvetana,Gilberta,Kveta,Kvetana,Kvetava,Rafaela
Aurel,25.10.,Krišpín,Vojmír,Zosim,Živan,Živko,Dália,Vojmíra,Živa,Živana
Demeter,26.10.,Amand,Dimitrij,Evarist,Amanda,Demetria
Sabína,27.10.,Horislav,Hromislav,Horislava,Hromislava,Sabrina,Zoa,Zoana
Dobromila,28.10.,Kevin
Klára,29.10.,Narcis,Zenob,Klarisa,Narcisa,Zenóbia,Chiara
Šimon,Simona,30.10.,Arzen,Asen,Simon,Asena,Simoneta,Šimona
Aurélia,31.10.,Stacho,Volfgang
Denis,Denisa,1.11.
Pamiatka zosnulých,2.11.,Cézar,Cezária
Hubert,3.11.
Karol,4.11.,Džesika,Jesika,Karola,Skarleta,Jessica
Imrich,5.11.,Emerich,Imriška
Renáta,6.11.,Renát,Renáto,Renátus
René,7.11.,Engelbert
Bohumír,8.11.,Bohumíra
Teodor,9.11.,Orest,Teo,Teodorik,Teodoz,Deodata,Tea,Teodora,Teodózia
Tibor,10.11.,Tiber,Meluzína,Tibora
Maroš,Martin,11.11.,Martinián
Svätopluk,12.11.,Astrid,Jonáš,Astrida
Stanislav,13.11.
Irma,14.11.,Juventín,Mladen,Mladoň,Mladotín,Ima,Juventína,Mladena,Mladotína
Leopold,15.11.,Leopolda,Leopoldína
Agnesa,16.11.,Otmar,Agneša,Inéza
Klaudia,17.11.,Klodeta
Eugen,18.11.,Platón
Alžbeta,19.11.,Betina,Elizabeta,Lila,Liliana,Líza,Lili,Lilly
Félix,20.11.,Filemon,Homér
Elvíra,21.11.,Ctirad,Ctirada
Cecília,22.11.,Cecilián,Šejla
Klement,23.11.,Klementín,Kliment,Kolumbín,Klementína,Kolumbína
Emília,24.11.,Milín,Milina
Katarína,25.11.,Katrina,Katka
Kornel,26.11.,Valerián
Milan,27.11.,Nestor,Virgil,Milana
Henrieta,28.11.,Gerhard,Tristan,Desdemona,Eta
Vratko,29.11.,Saturnín,Zaida
Andrej,Ondrej,30.11.,Andreas
Edmund,1.12.,Edmunda
Bibiána,2.12.,Budimír,Budislav,Budimíra,Viviána,Vivien
Oldrich,3.12.,Sofron,Xavér,Sofrónia,Xavéria
Barbora,4.12.,Babeta,Barbara,Barica
Oto,5.12.,Gerald,Otakar,Otokar,Geralda,Geraldína,Jitka,Ota,Sáva
Mikuláš,6.12.,Nikita,Niko,Nikolas,Mikuláška,Nikoleta
Ambróz,7.12.,Amarant,Amaranta,Ambrózia
Marína,8.12.
Izabela,9.12.,Dalila,Leokádia
Radúz,10.12.,Herbert
Hilda,11.12.,Hildegard,Hildegarda
Otília,12.12.,Spiridon,Dília,Odeta
Lucia,13.12.,Rosan,Rosana,Roxana
Branislava,Bronislava,14.12.,Broňa
Ivica,15.12.,Detrich,Radan,Radana
Albína,16.12.,Bela,Teofánia
Kornélia,17.12.,Lazár,Kora,Korina
Sláva,18.12.,Slávka,Gracián,Grácia,Graciána,Slavislava
Judita,19.12.,Abrahám,Mstislav,Neméz,Ita,Mstislava,Neméza
Dagmara,Dagmar,20.12.,Dag,Dagobert,Daga,Damara
Bohdan,21.12.
Adela,22.12.,Ada,Adelaida,Adelgunda,Adelína,Adina,Alida
Nadežda,23.12.,Naďa
Adam,Eva,24.12.,Evamária,Evelína,Gaja,Gajana,Geja
1. Sviatok Vianočný,25.12.
Štefan,26.12.,Števo
Filoména,27.12.,Filomén
Ivana,Ivona,28.12.,Iva
Milada,29.12.,Jonatán,Miladín,Nátan,Natanel
Dávid,30.12.,Lotar
Silvester,31.12.,Horst